Student_ID,Gender,Study_Hours_per_Week,Attendance_Percentage,Sleep_Hours_Per_Night,Internet_Access_at_Home,Previous_Exam_Score,Extracurricular_Activities,Final_Exam_Score,Pass_Fail
S0475,Female,10,78,7.5,No,81,No,55,Pass
S0476,Female,40,76,9.0,Yes,91,No,80,Pass
S0477,Female,9,75,5.6,Yes,78,Yes,52,Pass
S0478,Female,36,82,5.7,No,93,Yes,70,Pass
S0479,Female,39,72,8.4,Yes,97,No,79,Pass
S0480,Female,31,77,7.1,Yes,92,No,70,Pass
S0481,Female,9,77,7.1,Yes,31,Yes,29,Fail
S0482,Female,20,69,5.2,Yes,90,No,53,Pass
S0483,Female,12,85,6.6,Yes,32,Yes,37,Fail
S0484,Female,16,78,4.7,No,91,No,44,Fail
S0485,Female,28,73,5.8,Yes,69,No,61,Pass
S0486,Female,32,93,6.7,No,100,No,74,Pass
S0487,Female,32,94,8.7,No,33,Yes,45,Fail
S0488,Female,25,91,8.7,No,52,No,59,Pass
S0489,Male,25,77,5.9,No,91,No,59,Pass
S0490,Female,32,61,6.2,Yes,91,Yes,58,Pass
S0491,Male,19,88,8.3,No,42,No,35,Fail
S0492,Female,17,60,8.8,No,52,No,36,Fail
S0493,Male,21,65,5.4,No,96,Yes,68,Pass
S0494,Female,25,100,8.6,No,61,No,48,Fail
S0495,Female,10,64,4.7,No,72,No,32,Fail
S0496,Male,24,77,4.5,Yes,95,Yes,69,Pass
S0497,Male,8,91,6.6,Yes,57,Yes,51,Pass
S0498,Female,25,56,7.6,Yes,93,Yes,59,Pass
S0499,Female,30,80,4.9,Yes,90,Yes,70,Pass
S0500,Male,24,63,7.8,No,86,Yes,60,Pass
S0501,Female,13,86,6.9,No,82,Yes,47,Fail
S0502,Male,18,61,6.9,No,45,No,30,Fail
S0503,Male,8,86,7.1,Yes,83,No,57,Pass
S0504,Male,26,72,6.9,No,34,Yes,44,Fail
S0505,Male,24,88,8.5,No,43,Yes,53,Pass
S0506,Female,17,88,7.5,Yes,52,Yes,57,Pass
S0507,Female,35,69,8.9,Yes,31,No,44,Fail
S0508,Male,6,93,6.6,Yes,72,No,57,Pass
S0509,Female,10,62,7.3,No,78,No,49,Fail
S0510,Female,15,83,7.0,No,70,No,59,Pass
S0511,Male,40,53,7.7,Yes,63,Yes,68,Pass
S0512,Male,8,60,5.3,No,85,No,39,Fail
S0513,Male,40,54,5.1,No,71,Yes,66,Pass
S0514,Male,29,59,8.9,Yes,53,No,47,Fail
S0515,Female,24,95,7.2,No,40,No,55,Pass
S0516,Male,11,57,7.2,No,61,No,48,Fail
S0517,Male,39,74,7.9,No,87,Yes,74,Pass
S0518,Male,9,51,5.2,Yes,44,Yes,25,Fail
S0519,Female,11,98,9.3,No,38,Yes,43,Fail
S0520,Male,23,88,7.8,Yes,43,No,48,Fail
S0521,Male,13,73,6.4,Yes,74,No,45,Fail
S0522,Female,24,89,8.9,Yes,76,Yes,55,Pass
S0523,Male,8,81,6.9,Yes,41,No,46,Fail
S0524,Female,24,94,5.3,No,72,No,70,Pass
S0525,Female,32,83,6.7,Yes,38,No,45,Fail
S0526,Male,32,98,4.6,Yes,67,No,70,Pass
S0527,Female,29,63,6.4,No,47,No,59,Pass
S0528,Female,31,62,9.1,Yes,91,No,66,Pass
S0529,Male,30,53,8.5,Yes,44,No,41,Fail
S0530,Female,19,65,5.3,Yes,93,Yes,49,Fail
S0531,Female,35,93,6.4,Yes,90,Yes,76,Pass
S0532,Female,11,94,9.3,No,76,Yes,60,Pass
S0533,Female,18,63,5.7,Yes,73,Yes,44,Fail
S0534,Female,19,50,8.6,No,30,Yes,43,Fail
S0535,Female,26,58,5.4,Yes,83,No,55,Pass
S0536,Male,22,71,7.8,Yes,72,Yes,52,Pass
S0537,Male,39,55,8.7,No,32,No,54,Pass
S0538,Male,8,92,8.9,Yes,67,Yes,55,Pass
S0539,Female,12,75,6.3,Yes,99,Yes,68,Pass
S0540,Male,18,78,5.4,No,51,No,54,Pass
S0541,Female,38,61,6.5,Yes,36,No,57,Pass
S0542,Male,18,68,8.5,Yes,45,Yes,38,Fail
S0543,Male,19,51,8.7,No,75,No,41,Fail
S0544,Female,31,65,5.8,No,63,No,63,Pass
S0545,Female,37,53,6.7,No,31,No,47,Fail
S0546,Female,27,97,6.3,No,32,No,50,Pass
S0547,Male,27,81,8.0,Yes,85,Yes,64,Pass
S0548,Female,14,72,6.2,No,61,No,43,Fail
S0549,Female,26,93,6.9,Yes,55,Yes,62,Pass
S0550,Female,33,52,5.6,Yes,57,Yes,57,Pass
S0551,Male,14,84,8.3,Yes,43,No,33,Fail
S0552,Male,10,65,4.7,Yes,99,Yes,42,Fail
S0553,Female,34,66,7.7,No,35,No,49,Fail
S0554,Female,22,59,7.7,No,34,No,35,Fail
S0555,Female,32,96,6.7,No,31,No,45,Fail
S0556,Male,35,89,8.5,No,33,Yes,62,Pass
S0557,Male,8,90,7.9,No,46,Yes,36,Fail
S0558,Female,31,71,6.9,Yes,92,No,69,Pass
S0559,Female,33,93,8.4,Yes,54,No,57,Pass
S0560,Female,34,93,6.4,Yes,75,No,72,Pass
S0561,Male,29,57,7.9,No,77,Yes,64,Pass
S0562,Male,12,62,8.6,No,85,Yes,44,Fail
S0563,Male,19,75,6.2,Yes,70,Yes,57,Pass
S0564,Male,12,76,5.8,No,67,No,39,Fail
S0565,Male,33,85,7.0,Yes,69,Yes,71,Pass
S0566,Male,37,69,5.0,Yes,67,Yes,62,Pass
S0567,Male,15,54,9.4,Yes,39,No,26,Fail
S0568,Female,34,78,8.0,Yes,79,No,70,Pass
S0569,Male,38,79,6.2,No,69,No,62,Pass
S0570,Female,5,90,5.0,Yes,42,No,29,Fail
S0571,Female,33,59,8.2,No,71,Yes,52,Pass
S0572,Female,11,60,7.7,No,73,No,36,Fail
S0573,Male,34,98,4.7,Yes,90,No,63,Pass
S0574,Female,29,96,5.2,No,43,No,58,Pass
S0575,Female,13,55,5.2,Yes,36,No,33,Fail
S0576,Male,24,55,7.3,Yes,60,Yes,49,Fail
S0577,Female,31,72,4.9,No,78,No,58,Pass
S0578,Female,25,57,8.6,Yes,85,No,58,Pass
S0579,Male,30,93,8.5,Yes,99,No,81,Pass
S0580,Female,7,90,9.1,No,81,Yes,55,Pass
S0581,Male,12,64,7.8,No,79,Yes,45,Fail
S0582,Female,21,88,8.2,Yes,39,No,49,Fail
S0583,Male,24,50,7.3,No,58,Yes,52,Pass
S0584,Female,19,82,6.3,No,60,No,54,Pass
S0585,Male,12,77,7.6,Yes,69,Yes,49,Fail
S0586,Female,15,66,9.4,No,64,No,49,Fail
S0587,Male,22,73,4.9,Yes,32,Yes,37,Fail
S0588,Female,35,59,6.7,Yes,85,Yes,57,Pass
S0589,Female,18,55,8.4,Yes,83,No,58,Pass
S0590,Male,18,97,5.3,No,48,No,54,Pass
S0591,Male,31,60,7.0,Yes,58,Yes,63,Pass
S0592,Female,11,77,6.4,No,83,Yes,50,Pass
S0593,Male,25,93,9.2,Yes,76,No,61,Pass
S0594,Female,8,89,6.1,Yes,58,No,48,Fail
S0595,Female,16,62,6.6,No,86,No,55,Pass
S0596,Female,15,64,5.8,Yes,99,Yes,50,Pass
S0597,Male,28,54,4.6,No,51,No,44,Fail
S0598,Female,21,53,5.8,No,67,No,43,Fail
S0599,Male,13,89,5.6,No,53,Yes,40,Fail
S0600,Male,28,61,8.4,Yes,95,Yes,68,Pass
S0601,Male,7,75,5.6,No,73,No,53,Pass
S0602,Female,14,83,7.2,Yes,59,No,39,Fail
S0603,Female,24,84,5.4,Yes,68,Yes,66,Pass
S0604,Female,28,93,5.5,No,83,Yes,66,Pass
S0605,Female,23,99,4.7,No,74,No,62,Pass
S0606,Male,34,50,8.8,No,48,No,40,Fail
S0607,Male,31,67,6.3,Yes,82,Yes,68,Pass
S0608,Female,25,96,6.2,No,71,Yes,71,Pass
S0609,Female,39,83,6.6,Yes,97,Yes,81,Pass
S0610,Male,32,67,7.9,Yes,43,Yes,59,Pass
S0611,Female,27,58,7.7,No,76,No,59,Pass
S0612,Male,7,65,4.9,No,81,No,43,Fail
S0613,Female,26,90,6.1,Yes,30,No,45,Fail
S0614,Female,7,67,8.7,Yes,58,No,42,Fail
S0615,Male,10,55,4.9,Yes,50,No,20,Fail
S0616,Female,35,84,6.9,No,60,Yes,57,Pass
S0617,Female,21,78,7.1,No,58,No,59,Pass
S0618,Male,39,56,7.9,No,41,Yes,52,Pass
S0619,Female,15,59,6.3,No,53,Yes,36,Fail
S0620,Male,7,61,5.8,No,67,No,43,Fail
S0621,Male,34,59,8.6,No,55,Yes,62,Pass
S0622,Male,16,60,6.5,Yes,96,No,50,Pass
S0623,Female,36,75,5.2,No,69,No,64,Pass
S0624,Male,13,76,8.0,Yes,69,No,51,Pass
S0625,Male,25,81,4.8,No,86,No,59,Pass
S0626,Female,25,83,5.1,Yes,95,No,59,Pass
S0627,Male,30,77,5.6,Yes,55,Yes,61,Pass
S0628,Male,32,95,4.6,No,68,Yes,65,Pass
S0629,Male,28,61,8.5,Yes,96,Yes,58,Pass
S0630,Male,35,69,7.8,No,47,No,45,Fail
S0631,Female,17,55,4.9,No,38,No,32,Fail
S0632,Male,12,61,7.1,Yes,63,Yes,52,Pass
S0633,Male,40,55,7.2,No,92,No,71,Pass
S0634,Male,15,99,7.9,No,77,No,51,Pass
S0635,Male,23,55,9.1,Yes,94,No,67,Pass
S0636,Female,6,79,5.6,Yes,45,No,30,Fail
S0637,Male,5,53,6.0,Yes,45,Yes,39,Fail
S0638,Female,28,71,6.4,Yes,45,No,42,Fail
S0639,Male,24,100,8.1,No,82,No,71,Pass
S0640,Male,14,74,5.5,No,96,Yes,48,Fail
S0641,Female,23,98,9.0,No,84,No,58,Pass
S0642,Male,10,77,5.6,Yes,43,No,29,Fail
S0643,Male,38,50,8.4,No,60,No,52,Pass
S0644,Male,31,77,8.7,No,46,No,58,Pass
S0645,Female,12,92,8.4,Yes,53,Yes,39,Fail
S0646,Female,19,90,7.6,Yes,71,No,56,Pass
S0647,Male,21,75,6.7,Yes,63,No,48,Fail
S0648,Male,35,67,8.8,No,73,Yes,57,Pass
S0649,Male,5,89,4.8,No,43,No,28,Fail
S0650,Female,18,87,4.8,No,62,No,42,Fail
S0651,Male,31,82,5.4,Yes,60,Yes,59,Pass
S0652,Male,15,61,6.6,Yes,34,No,41,Fail
S0653,Male,29,92,8.1,No,38,No,57,Pass
S0654,Female,37,81,7.8,No,47,Yes,67,Pass
S0655,Female,37,55,8.8,No,87,Yes,62,Pass
S0656,Female,31,66,8.2,No,66,No,56,Pass
S0657,Female,10,98,4.9,No,35,Yes,37,Fail
S0658,Male,35,70,7.7,Yes,83,No,76,Pass
S0659,Male,36,58,5.7,Yes,65,Yes,66,Pass
S0660,Male,35,66,8.9,No,100,Yes,79,Pass
S0661,Female,19,98,4.9,No,40,No,50,Pass
S0662,Female,9,84,8.9,No,94,Yes,48,Fail
S0663,Female,12,80,6.7,No,47,Yes,47,Fail
S0664,Male,10,51,5.5,No,83,Yes,50,Pass
S0665,Female,6,98,8.1,Yes,40,Yes,39,Fail
S0666,Male,36,74,9.4,No,96,No,75,Pass
S0667,Male,37,61,6.6,Yes,45,No,45,Fail
S0668,Male,9,70,6.7,Yes,68,Yes,35,Fail
S0669,Female,26,89,7.1,No,33,No,40,Fail
S0670,Female,25,72,9.3,No,64,Yes,53,Pass
S0671,Female,39,99,8.8,No,83,Yes,84,Pass
S0672,Male,39,65,6.2,No,90,Yes,63,Pass
S0673,Male,15,80,9.3,No,37,Yes,37,Fail
S0674,Male,33,100,8.5,No,54,No,64,Pass
S0675,Male,19,78,6.6,No,30,Yes,38,Fail
S0676,Female,25,94,6.6,Yes,66,Yes,58,Pass
S0677,Female,6,67,5.9,Yes,73,No,42,Fail
S0678,Male,36,89,5.1,Yes,48,No,53,Pass
S0679,Male,9,61,7.2,No,40,Yes,37,Fail
S0680,Male,40,59,8.8,Yes,35,No,53,Pass
S0681,Male,15,81,6.5,No,62,No,42,Fail
S0682,Male,22,78,6.1,Yes,35,Yes,43,Fail
S0683,Male,30,96,9.1,Yes,73,No,56,Pass
S0684,Male,31,67,7.0,Yes,80,No,69,Pass
S0685,Female,21,99,7.5,No,80,No,60,Pass
S0686,Female,20,68,6.3,No,74,Yes,50,Pass
S0687,Female,17,61,5.6,Yes,71,No,41,Fail
S0688,Male,10,75,8.6,Yes,47,Yes,33,Fail
S0689,Female,29,90,5.2,No,78,No,55,Pass
S0690,Female,35,77,8.0,No,43,Yes,49,Fail
S0691,Female,17,89,7.8,Yes,40,No,40,Fail
S0692,Male,8,92,5.2,No,46,No,46,Fail
S0693,Female,37,92,9.4,No,83,No,73,Pass
S0694,Male,29,66,4.7,Yes,39,Yes,37,Fail
S0695,Male,18,75,5.0,Yes,80,Yes,50,Pass
S0696,Male,29,52,8.3,No,70,No,61,Pass
S0697,Female,11,69,7.0,Yes,33,Yes,33,Fail
S0698,Male,13,72,7.2,Yes,80,No,49,Fail
S0699,Female,24,57,6.9,Yes,83,Yes,60,Pass
S0700,Female,29,65,4.7,Yes,85,No,62,Pass
S0701,Female,6,66,9.3,Yes,48,Yes,29,Fail
S0702,Male,24,56,5.8,No,75,No,48,Fail
S0703,Female,24,71,9.1,No,48,No,39,Fail
S0704,Female,23,79,5.3,No,90,Yes,56,Pass
S0705,Female,27,94,6.2,Yes,96,No,80,Pass
S0706,Male,35,91,8.2,No,82,Yes,68,Pass
S0707,Male,38,85,6.4,Yes,54,Yes,60,Pass
S0708,Female,34,89,6.1,No,65,No,59,Pass
S0709,Female,39,93,4.7,No,33,No,46,Fail
S0710,Female,20,98,7.7,No,94,No,65,Pass
S0711,Male,10,56,6.4,Yes,91,No,55,Pass
S0712,Male,23,98,4.6,Yes,30,Yes,51,Pass
S0713,Male,38,88,6.0,No,93,No,81,Pass
S0714,Male,19,96,7.6,Yes,88,No,60,Pass
S0715,Male,36,74,9.1,No,72,Yes,71,Pass
S0716,Male,16,76,5.3,No,71,No,43,Fail
S0717,Male,11,63,5.6,Yes,37,No,40,Fail
S0718,Male,31,88,6.2,Yes,75,No,63,Pass
S0719,Male,39,80,8.1,No,95,No,66,Pass
S0720,Male,36,91,7.4,No,55,Yes,66,Pass
S0721,Male,5,62,6.1,No,54,No,35,Fail
S0722,Male,33,54,6.1,Yes,90,No,66,Pass
S0723,Male,8,93,4.8,Yes,72,Yes,36,Fail
S0724,Female,25,71,8.7,No,79,No,62,Pass
S0725,Female,40,56,7.9,Yes,68,Yes,58,Pass
S0726,Female,33,57,6.9,No,59,Yes,50,Pass
S0727,Female,27,95,6.7,Yes,58,Yes,58,Pass
S0728,Male,11,76,9.2,No,71,Yes,43,Fail
S0729,Female,20,75,4.7,Yes,59,Yes,37,Fail
S0730,Female,21,100,7.8,No,88,No,62,Pass
S0731,Female,8,62,6.6,Yes,55,No,30,Fail
S0732,Male,14,75,6.2,Yes,73,Yes,54,Pass
S0733,Male,17,64,8.4,Yes,44,No,34,Fail
S0734,Female,19,88,9.0,Yes,71,Yes,47,Fail
S0735,Male,25,62,5.4,Yes,100,Yes,65,Pass
S0736,Male,26,81,7.0,Yes,92,Yes,67,Pass
S0737,Male,36,71,6.4,No,64,No,69,Pass
S0738,Male,29,85,5.9,No,74,No,72,Pass
S0739,Male,5,86,6.8,Yes,84,No,57,Pass
S0740,Male,20,97,8.8,Yes,35,Yes,48,Fail
S0741,Female,18,90,9.4,No,30,Yes,47,Fail
S0742,Male,18,53,7.7,Yes,47,Yes,35,Fail
S0743,Female,18,64,8.3,Yes,79,Yes,62,Pass
S0744,Male,10,66,8.2,Yes,76,Yes,42,Fail
S0745,Female,26,67,9.2,No,62,Yes,57,Pass
S0746,Female,22,63,7.4,Yes,42,No,44,Fail
S0747,Male,28,85,5.3,No,76,Yes,63,Pass
S0748,Male,21,64,8.5,Yes,31,Yes,40,Fail
S0749,Female,14,52,4.9,No,60,No,39,Fail
S0750,Male,14,60,6.0,Yes,44,Yes,46,Fail
S0751,Female,13,57,8.7,No,71,No,48,Fail
S0752,Male,8,64,7.2,Yes,37,Yes,35,Fail
S0753,Male,39,73,6.7,No,51,No,52,Pass
S0754,Male,11,61,6.7,Yes,74,Yes,49,Fail
S0755,Male,26,76,6.8,Yes,96,No,57,Pass
S0756,Male,23,62,6.1,No,88,Yes,57,Pass
S0757,Male,16,81,6.8,No,34,Yes,42,Fail
S0758,Female,31,70,6.1,No,86,No,56,Pass
S0759,Male,11,87,5.2,No,68,Yes,56,Pass
S0760,Male,14,84,8.6,Yes,93,No,67,Pass
S0761,Female,32,95,8.7,Yes,84,Yes,76,Pass
S0762,Male,32,62,8.6,Yes,82,No,62,Pass
S0763,Male,9,82,8.5,Yes,40,Yes,31,Fail
S0764,Male,22,58,8.5,Yes,94,Yes,53,Pass
S0765,Male,12,70,7.1,No,70,Yes,51,Pass
S0766,Female,29,66,6.3,Yes,83,Yes,56,Pass
S0767,Female,22,93,9.1,Yes,88,No,56,Pass
S0768,Female,40,73,7.7,Yes,48,Yes,65,Pass
S0769,Female,28,53,7.1,No,53,Yes,58,Pass
S0770,Male,5,81,7.0,No,90,Yes,56,Pass
S0771,Female,14,81,8.1,No,63,Yes,38,Fail
S0772,Female,32,82,6.7,No,79,No,68,Pass
S0773,Female,36,87,8.7,Yes,71,No,74,Pass
S0774,Female,33,70,7.9,Yes,75,No,70,Pass
S0775,Male,9,91,8.3,Yes,84,Yes,55,Pass
S0776,Female,20,89,5.6,No,70,No,58,Pass
S0777,Male,8,61,6.9,No,73,Yes,36,Fail
S0778,Male,23,80,8.9,No,76,No,50,Pass
S0779,Female,16,85,6.8,Yes,78,Yes,59,Pass
S0780,Female,26,83,6.4,Yes,97,No,64,Pass
S0781,Male,21,99,9.2,Yes,49,Yes,59,Pass
S0782,Female,19,59,6.9,Yes,99,No,64,Pass
S0783,Female,26,61,7.3,No,79,Yes,54,Pass
S0784,Male,40,74,8.3,No,96,Yes,66,Pass
S0785,Male,27,50,9.4,Yes,60,Yes,44,Fail
S0786,Male,30,93,5.0,No,44,No,56,Pass
S0787,Male,37,82,7.0,Yes,54,Yes,57,Pass
S0788,Male,37,77,9.3,Yes,42,No,51,Pass
S0789,Female,25,96,8.5,No,91,No,72,Pass
S0790,Male,38,55,6.1,No,33,Yes,40,Fail
S0791,Female,12,67,8.1,Yes,90,Yes,51,Pass
S0792,Male,22,50,8.1,Yes,56,No,38,Fail
S0793,Female,27,55,8.7,No,58,Yes,53,Pass
S0794,Female,35,73,5.0,No,94,No,73,Pass
S0795,Male,22,68,5.9,Yes,96,Yes,52,Pass
S0796,Male,16,67,6.0,Yes,44,No,42,Fail
S0797,Male,25,70,6.2,Yes,38,No,44,Fail
S0798,Male,40,59,7.6,Yes,33,No,44,Fail
S0799,Female,12,53,5.3,Yes,34,Yes,21,Fail
S0800,Male,27,58,4.7,No,63,Yes,38,Fail
S0801,Female,28,77,5.3,Yes,92,Yes,68,Pass
S0802,Male,24,89,8.4,Yes,83,No,58,Pass
S0803,Female,22,58,5.7,No,42,No,42,Fail
S0804,Male,21,90,5.0,Yes,40,No,53,Pass
S0805,Male,5,74,9.5,No,37,No,38,Fail
S0806,Male,13,96,5.7,No,92,No,61,Pass
S0807,Male,22,69,7.8,Yes,92,Yes,53,Pass
S0808,Female,40,71,7.2,No,79,Yes,65,Pass
S0809,Female,13,61,5.1,No,64,No,47,Fail
S0810,Female,15,60,5.5,No,48,Yes,45,Fail
S0811,Female,32,77,4.9,No,83,No,58,Pass
S0812,Male,40,57,9.0,No,89,No,61,Pass
S0813,Male,31,62,6.2,Yes,53,Yes,62,Pass
S0814,Male,37,95,9.0,No,59,Yes,64,Pass
S0815,Female,18,69,9.2,No,36,No,42,Fail
S0816,Female,15,100,5.2,No,45,No,53,Pass
S0817,Female,39,86,4.6,Yes,96,Yes,64,Pass
S0818,Male,13,97,8.8,Yes,34,No,49,Fail
S0819,Female,24,64,7.9,Yes,59,No,40,Fail
S0820,Male,27,73,4.7,No,98,Yes,62,Pass
S0821,Female,17,81,5.2,Yes,89,Yes,69,Pass
S0822,Male,9,70,5.2,No,54,Yes,38,Fail
S0823,Male,18,100,8.2,No,77,Yes,62,Pass
S0824,Male,20,85,8.8,Yes,47,No,49,Fail
S0825,Female,36,93,4.5,Yes,91,Yes,76,Pass
S0826,Female,28,62,5.1,Yes,83,No,53,Pass
S0827,Female,37,53,8.4,No,46,Yes,44,Fail
S0828,Male,24,66,8.8,Yes,39,Yes,34,Fail
S0829,Male,15,70,7.4,Yes,35,Yes,41,Fail
S0830,Male,39,81,6.0,No,43,Yes,52,Pass
S0831,Male,7,78,6.8,No,73,No,40,Fail
S0832,Female,40,78,8.2,Yes,68,No,70,Pass
S0833,Female,21,100,7.3,Yes,53,No,55,Pass
S0834,Male,34,62,6.2,No,87,No,71,Pass
S0835,Female,24,69,7.7,No,51,Yes,48,Fail
S0836,Male,6,58,9.4,No,36,Yes,18,Fail
S0837,Male,20,89,4.7,Yes,76,Yes,47,Fail
S0838,Male,16,100,5.7,No,36,No,50,Pass
S0839,Male,14,61,6.5,Yes,58,No,40,Fail
S0840,Male,37,70,4.6,No,32,Yes,50,Pass
S0841,Female,25,70,5.6,No,43,Yes,38,Fail
S0842,Male,37,57,5.5,No,78,Yes,65,Pass
S0843,Female,34,76,5.4,No,76,Yes,65,Pass
S0844,Male,25,75,7.3,No,79,No,70,Pass
S0845,Female,7,62,6.5,No,53,No,25,Fail
S0846,Male,35,94,8.4,Yes,47,No,59,Pass
S0847,Male,16,72,5.0,Yes,57,Yes,54,Pass
S0848,Female,33,59,6.5,No,57,Yes,55,Pass
S0849,Female,13,92,6.5,No,88,Yes,56,Pass
S0850,Male,38,95,7.2,No,59,Yes,64,Pass
S0851,Male,38,64,6.2,No,36,No,51,Pass
S0852,Female,21,71,6.4,No,99,No,70,Pass
S0853,Female,12,84,7.8,Yes,75,Yes,59,Pass
S0854,Female,30,98,5.2,No,85,No,60,Pass
S0855,Female,19,66,6.0,No,33,No,38,Fail
S0856,Male,13,78,4.6,Yes,59,No,31,Fail
S0857,Male,25,67,9.0,Yes,71,Yes,53,Pass
S0858,Female,35,79,6.5,Yes,52,No,67,Pass
S0859,Female,19,59,6.7,No,53,No,46,Fail
S0860,Male,22,72,8.0,No,79,No,62,Pass
S0861,Female,31,91,4.7,Yes,68,No,50,Pass
S0862,Female,14,56,9.4,Yes,34,Yes,33,Fail
S0863,Female,17,77,4.9,No,73,No,50,Pass
S0864,Female,8,55,7.9,Yes,86,No,38,Fail
S0865,Male,39,73,7.3,No,52,Yes,56,Pass
S0866,Female,40,78,4.8,Yes,38,Yes,41,Fail
S0867,Male,11,68,6.6,No,61,Yes,50,Pass
S0868,Female,20,50,6.5,Yes,96,Yes,64,Pass
S0869,Female,28,59,4.6,Yes,75,Yes,60,Pass
S0870,Female,13,94,4.9,Yes,88,No,55,Pass
S0871,Female,21,75,7.7,No,81,No,56,Pass
S0872,Female,34,67,7.1,Yes,31,No,57,Pass
S0873,Male,17,72,7.3,Yes,41,No,38,Fail
S0874,Female,35,80,7.9,No,94,Yes,64,Pass
S0875,Female,21,61,9.0,No,47,No,36,Fail
S0876,Male,8,84,8.4,No,56,No,48,Fail
S0877,Female,23,65,4.8,Yes,77,No,52,Pass
S0878,Female,31,76,7.4,No,87,No,68,Pass
S0879,Female,5,94,8.1,No,52,No,41,Fail
S0880,Female,13,99,5.4,Yes,66,Yes,45,Fail
S0881,Male,39,79,8.1,No,39,No,51,Pass
S0882,Female,34,53,9.3,Yes,69,No,61,Pass
S0883,Male,32,52,5.4,No,41,Yes,45,Fail
S0884,Male,8,81,8.0,No,82,Yes,49,Fail
S0885,Female,5,54,5.1,No,84,No,36,Fail
S0886,Male,32,76,8.6,Yes,93,No,62,Pass
S0887,Female,32,88,7.0,No,98,No,78,Pass
S0888,Female,29,78,5.4,Yes,52,Yes,53,Pass
S0889,Male,6,91,8.0,No,85,Yes,51,Pass
S0890,Female,21,81,7.2,Yes,34,No,41,Fail
S0891,Female,38,53,6.0,No,91,Yes,71,Pass
S0892,Male,23,70,5.1,No,43,Yes,45,Fail
S0893,Female,30,76,7.5,Yes,48,Yes,58,Pass
S0894,Female,27,70,7.6,No,69,Yes,67,Pass
S0895,Male,17,56,6.0,No,87,No,49,Fail
S0896,Male,38,75,8.8,Yes,85,No,78,Pass
S0897,Female,38,91,9.3,Yes,68,No,73,Pass
S0898,Female,7,71,4.6,No,59,Yes,34,Fail
S0899,Male,32,92,8.5,Yes,88,No,68,Pass
S0900,Male,21,77,8.3,Yes,71,No,64,Pass
S0901,Female,27,58,9.0,Yes,75,No,61,Pass
S0902,Female,10,77,7.8,Yes,96,Yes,46,Fail
S0903,Female,36,90,6.5,Yes,46,No,52,Pass
S0904,Female,17,56,7.8,No,80,No,42,Fail
S0905,Male,23,88,8.8,Yes,80,No,54,Pass
S0906,Male,7,95,7.9,Yes,53,Yes,44,Fail
S0907,Female,39,68,7.0,No,41,Yes,52,Pass
S0908,Male,10,50,5.9,Yes,51,No,28,Fail
S0909,Female,35,72,7.1,Yes,80,No,75,Pass
S0910,Female,20,83,9.5,No,91,Yes,61,Pass
S0911,Female,28,83,7.5,Yes,42,No,55,Pass
S0912,Female,16,87,8.3,No,35,No,48,Fail
S0913,Male,31,87,6.7,No,70,No,64,Pass
S0914,Male,18,89,7.8,No,32,No,32,Fail
S0915,Male,24,50,7.7,Yes,72,No,54,Pass
S0916,Male,15,97,7.5,Yes,87,No,52,Pass
S0917,Female,27,100,5.1,No,68,No,57,Pass
S0918,Female,23,87,6.1,No,97,Yes,67,Pass
S0919,Male,13,95,7.9,Yes,58,Yes,52,Pass
S0920,Male,23,65,5.2,No,47,Yes,42,Fail
S0921,Female,37,53,6.3,No,45,No,51,Pass
S0922,Female,8,78,6.8,Yes,86,No,46,Fail
S0923,Male,35,74,6.1,Yes,38,Yes,50,Pass
S0924,Female,27,58,9.1,Yes,98,No,56,Pass
S0925,Male,29,81,9.4,Yes,90,No,68,Pass
S0926,Female,21,51,7.3,Yes,45,Yes,37,Fail
S0927,Male,26,77,6.0,No,72,No,49,Fail
S0928,Female,15,75,6.9,No,68,No,58,Pass
S0929,Female,37,61,7.1,No,49,Yes,51,Pass
S0930,Female,22,95,4.7,No,82,No,63,Pass
S0931,Female,19,95,6.2,Yes,33,No,51,Pass
S0932,Female,32,75,8.5,No,53,Yes,63,Pass
S0933,Female,25,94,6.4,No,83,Yes,55,Pass
S0934,Male,32,94,9.3,Yes,47,No,64,Pass
S0935,Female,12,63,6.8,Yes,68,No,36,Fail
S0936,Female,34,75,5.2,Yes,44,No,49,Fail
S0937,Male,32,74,7.9,Yes,96,Yes,80,Pass
S0938,Male,21,77,7.9,No,63,Yes,47,Fail
S0939,Female,23,74,6.2,No,89,Yes,61,Pass
S0940,Male,36,87,9.2,No,48,Yes,58,Pass
S0941,Male,5,95,7.8,No,68,No,45,Fail
S0942,Male,11,84,8.8,No,93,Yes,59,Pass
S0943,Male,27,78,8.0,No,60,Yes,49,Fail
S0944,Male,32,61,8.5,No,63,No,50,Pass
S0945,Male,16,72,7.4,Yes,47,No,48,Fail
S0946,Female,17,64,7.2,No,39,No,46,Fail
S0947,Female,16,81,6.4,No,45,No,49,Fail
S0948,Female,14,97,9.1,Yes,38,Yes,45,Fail
S0949,Female,27,85,6.6,Yes,31,Yes,51,Pass
S0950,Male,34,89,7.3,No,39,No,53,Pass
S0951,Male,15,68,6.5,Yes,75,Yes,43,Fail
S0952,Male,34,60,7.3,No,38,No,40,Fail
S0953,Male,12,93,7.2,Yes,73,No,60,Pass
S0954,Male,27,75,7.2,No,56,Yes,48,Fail
S0955,Male,15,84,5.4,No,95,No,51,Pass
